0.0 -0.10942
1.4689129341 -0.101942
6.4689129341 -0.0628266
11.4689129341 -0.0190109
16.4689129341 0.0279202
21.4689129341 -0.175403
26.4689129341 -0.185064
31.4689129341 -0.189737
36.4689129341 -0.189929
41.4689129341 -0.186156
46.4689129341 -0.179062
51.4689129341 -0.169533
56.4689129341 -0.158478
61.4689129341 -0.146871
66.4689129341 -0.135296
71.4689129341 -0.124112
76.4689129341 -0.113829
81.4689129341 -0.10543
86.4689129341 -0.100225
91.4689129341 -0.098827
96.4689129341 -0.100673
101.4689129341 -0.105573
106.4689129341 -0.113754
111.4689129341 -0.124399
116.4689129341 -0.136178
121.4689129341 -0.147935
126.4689129341 -0.157966
131.4689129341 -0.164106
136.4689129341 -0.165173
141.4689129341 -0.160402
146.4689129341 -0.149122
151.4689129341 -0.131148
156.4689129341 -0.10721
161.4689129341 -0.0788033
166.4689129341 -0.0482323
171.4689129341 -0.0181119
176.4689129341 0.00951355
181.4689129341 0.0319637
186.4689129341 0.0180559
191.4689129341 -0.00842285
196.4689129341 -0.037374
201.4689129341 -0.0662675
206.4689129341 -0.0923639
211.4689129341 -0.113826
216.4689129341 -0.129452
221.4689129341 -0.138844
226.4689129341 -0.14251
231.4689129341 -0.141188
236.4689129341 -0.135648
241.4689129341 -0.127368
246.4689129341 -0.118311
251.4689129341 -0.109724
256.4689129341 -0.10284
261.4689129341 -0.0983985
266.4689129341 -0.0970447
271.4689129341 -0.0990423
276.4689129341 -0.104165
281.4689129341 -0.112582
286.4689129341 -0.124034
291.4689129341 -0.137527
296.4689129341 -0.152058
301.4689129341 -0.166797
306.4689129341 -0.181179
311.4689129341 -0.19458
316.4689129341 -0.20601
321.4689129341 -0.214373
326.4689129341 -0.218714
331.4689129341 -0.218438
336.4689129341 -0.213091
341.4689129341 -0.202263
346.4689129341 -0.185764
351.4689129341 -0.163569
356.4689129341 -0.135625
360 -0.135625
